period,avg_price_raw,avg_price,cost_price,discount,rank_period,iteration,cost_infl,infl,price_group,product_group,uc_perc,cost_growth,uc_perc_delta_relate_first_period,cost_mix,avg_price_raw_base,discount_base,cost_price_base,mix,impact_infl,impact_cost_infl,impact_discount,impact_mix,period_start,period_end
last-8,300.59126431452654,253.16763574515335,86.60075541250197,-0.15776782029084857,1,total,0.0,0.0,total,total,0.3420688239142742,0.0,0.0,0.0,300.59126431452654,-0.15776782029084857,86.60075541250197,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
last-8,149.0710178741845,122.55528382419841,48.39540392431205,-0.17787316695164235,1,total_by_cat,0.0,0.0,total,coffee,0.39488631101155697,0.0,0.0,0.0,149.0710178741845,-0.17787316695164235,48.39540392431205,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
last-8,443.6998133090714,359.2109292857608,116.0055182792592,-0.19041902089883797,1,total_by_cat,0.0,0.0,total,combo_delivery,0.322945402886041,0.0,0.0,0.0,443.6998133090714,-0.19041902089883797,116.0055182792592,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
last-8,233.26902155031985,189.80122600782968,70.26005511867457,-0.18634191224192823,1,total_by_cat,0.0,0.0,total,combo_restaurant,0.3701770351882564,0.0,0.0,0.0,233.26902155031985,-0.18634191224192823,70.26005511867457,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
last-8,122.15486083952548,107.49616827529044,50.267229429029854,-0.1200008944670006,1,total_by_cat,0.0,0.0,total,drinks,0.4676188020050991,0.0,0.0,0.0,122.15486083952548,-0.1200008944670006,50.267229429029854,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
last-8,69.6974892966724,59.6583154340018,22.821174877080896,-0.144039246807559,1,total_by_cat,0.0,0.0,total,other,0.38253133215481544,0.0,0.0,0.0,69.6974892966724,-0.144039246807559,22.821174877080896,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2025-01-15,2025-01-21
last-8,705.894743205454,607.2625392782337,179.1287973416134,-0.13972650296180614,1,total_by_cat,0.0,0.0,total,pizza,0.29497751920366805,0.0,0.0,0.0,705.894743205454,-0.13972650296180614,179.1287973416134,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2025-01-15,2025-01-21
last-8,250.42227293192832,210.47361471236653,91.47643634989375,-0.1595251802159824,1,total_by_cat,0.0,0.0,total,zakuski,0.43462187160564303,0.0,0.0,0.0,250.42227293192832,-0.1595251802159824,91.47643634989375,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
last-8,178.18576661433804,149.29451073507312,55.05843138981714,-0.16214121042449267,1,total_by_cat_and_groups,0.0,0.0,a. Группа -1.5,coffee,0.3687907285989886,0.0,0.0,0.0,178.18576661433804,-0.16214121042449267,55.05843138981714,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
last-8,176.4557876757325,142.21066743065754,58.160824918164295,-0.19407195817235642,1,total_by_cat_and_groups,0.0,0.0,b. Группа -1,coffee,0.4089765273517455,0.0,0.0,0.0,176.4557876757325,-0.19407195817235642,58.160824918164295,0.0,0.0,0.0,0.0,0.0,2025-01-15,2025-01-21
