period,avg_price_raw,avg_price,cost_price,discount,rank_period,iteration,cost_infl,infl,price_group,product_group,uc_perc,cost_growth,uc_perc_delta_relate_first_period,cost_mix,avg_price_raw_base,discount_base,cost_price_base,mix,impact_infl,impact_cost_infl,impact_discount,impact_mix,period_start,period_end
last-8,292.72564500036793,248.25526693655468,82.52192032146668,-0.15191828534106527,1,total,0.0,0.0,total,total,0.3324075309248379,0.0,0.0,0.0,292.72564500036793,-0.15191828534106527,82.52192032146668,0.0,0.0,0.0,0.0,0.0,2024-10-20,2024-10-26
last-8,145.38205006199576,123.75980657467389,44.784694372703186,-0.1487270504034123,1,total_by_cat,0.0,0.0,total,coffee,0.3618678439488438,0.0,0.0,0.0,145.38205006199576,-0.1487270504034123,44.784694372703186,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-10-20,2024-10-26
last-8,438.1056502953755,344.32934175050303,111.68436073131784,-0.21404953002009322,1,total_by_cat,0.0,0.0,total,combo_delivery,0.32435330710864313,0.0,0.0,0.0,438.1056502953755,-0.21404953002009322,111.68436073131784,0.0,0.0,0.0,0.0,0.0,2024-10-20,2024-10-26
last-8,233.4129362592816,187.64251078756752,68.52169879229939,-0.19609206843990432,1,total_by_cat,0.0,0.0,total,combo_restaurant,0.36517150886919053,0.0,0.0,0.0,233.4129362592816,-0.19609206843990432,68.52169879229939,0.0,0.0,0.0,0.0,0.0,2024-10-20,2024-10-26
last-8,119.1454432947298,107.10135314984417,49.96752006721219,-0.10108729139638346,1,total_by_cat,0.0,0.0,total,drinks,0.46654424615255097,0.0,0.0,0.0,119.1454432947298,-0.10108729139638346,49.96752006721219,0.0,-1.1102230246251565e-16,0.0,-1.1102230246251565e-16,2.220446049250313e-16,2024-10-20,2024-10-26
last-8,69.58518377553052,60.99474496911413,23.031442793876117,-0.12345212501166386,1,total_by_cat,0.0,0.0,total,other,0.3775971652236358,0.0,0.0,0.0,69.58518377553052,-0.12345212501166386,23.031442793876117,0.0,0.0,0.0,0.0,0.0,2024-10-20,2024-10-26
last-8,693.9438169330881,607.6022061866669,173.0977548175352,-0.12442161546738945,1,total_by_cat,0.0,0.0,total,pizza,0.28488664632062954,0.0,0.0,0.0,693.9438169330881,-0.12442161546738945,173.0977548175352,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-10-20,2024-10-26
last-8,245.078060873609,211.88443253126218,87.13969987417414,-0.13544104365778117,1,total_by_cat,0.0,0.0,total,zakuski,0.4112605104262072,0.0,0.0,0.0,245.078060873609,-0.13544104365778117,87.13969987417414,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-10-20,2024-10-26
last-8,174.8984218077475,147.91874031902128,54.73329068762671,-0.15425914773766744,1,total_by_cat_and_groups,0.0,0.0,a. Группа -1,coffee,0.37002269333541915,0.0,0.0,0.0,174.8984218077475,-0.15425914773766744,54.73329068762671,0.0,0.0,0.0,0.0,0.0,2024-10-20,2024-10-26
last-8,169.59574468085106,139.74383564254947,42.87446309942714,-0.17601803096225999,1,total_by_cat_and_groups,0.0,0.0,b. Группа -0.5,coffee,0.3068075446926737,0.0,0.0,0.0,169.59574468085106,-0.17601803096225999,42.87446309942714,0.0,0.0,0.0,0.0,0.0,2024-10-20,2024-10-26
last-8,160.18781378366043,140.41576219217137,47.817370179688645,-0.12343043534005609,1,total_by_cat_and_groups,0.0,0.0,c. Группа 0,coffee,0.3405413283606035,0.0,0.0,0.0,160.18781378366043,-0.12343043534005609,47.817370179688645,-0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,-2.220446049250313e-16,2024-10-20,2024-10-26
last-8,156.90181198699085,130.532008671107,43.46630116788082,-0.16806563915316827,1,total_by_cat_and_groups,0.0,0.0,d. Группа 0.5,coffee,0.3329934290477367,0.0,0.0,0.0,156.90181198699085,-0.16806563915316827,43.46630116788082,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-10-20,2024-10-26
