period,avg_price_raw,avg_price,cost_price,discount,rank_period,iteration,cost_infl,infl,price_group,product_group,uc_perc,cost_growth,uc_perc_delta_relate_first_period,cost_mix,avg_price_raw_base,discount_base,cost_price_base,mix,impact_infl,impact_cost_infl,impact_discount,impact_mix,period_start,period_end
last-8,299.0070685205905,253.92529665092857,87.68225843375447,-0.15077159243329885,1,total,0.0,0.0,total,total,0.345307299391645,0.0,0.0,0.0,299.0070685205905,-0.15077159243329885,87.68225843375447,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,149.16957063933845,124.10934671714521,48.69958652135927,-0.16799823056931443,1,total_by_cat,0.0,0.0,total,coffee,0.39239257807350636,0.0,0.0,0.0,149.16957063933845,-0.16799823056931443,48.69958652135927,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2025-02-02,2025-02-08
last-8,448.3344597666578,362.6815185434689,118.78574050501442,-0.1910469725386896,1,total_by_cat,0.0,0.0,total,combo_delivery,0.3275207983634199,0.0,0.0,0.0,448.3344597666578,-0.1910469725386896,118.78574050501442,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,232.24882524928782,189.48330553791953,71.43026420572315,-0.18413664596781162,1,total_by_cat,0.0,0.0,total,combo_restaurant,0.37697391864123075,0.0,0.0,0.0,232.24882524928782,-0.18413664596781162,71.43026420572315,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2025-02-02,2025-02-08
last-8,122.35726938979923,107.47397770607121,51.660434965776815,-0.12163798487782218,1,total_by_cat,0.0,0.0,total,drinks,0.4806785425497331,0.0,0.0,0.0,122.35726938979923,-0.12163798487782218,51.660434965776815,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,71.74230834766031,62.406422058153154,24.075895865401975,-0.1301308322038627,1,total_by_cat,0.0,0.0,total,other,0.3857919597275895,0.0,0.0,0.0,71.74230834766031,-0.1301308322038627,24.075895865401975,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,704.3122598960889,614.1846036467406,180.36854189820838,-0.1279654797754698,1,total_by_cat,0.0,0.0,total,pizza,0.29367154570020876,0.0,0.0,0.0,704.3122598960889,-0.1279654797754698,180.36854189820838,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2025-02-02,2025-02-08
last-8,250.44461601764752,211.91751013731138,92.81482689250443,-0.15383483379663204,1,total_by_cat,0.0,0.0,total,zakuski,0.4379762051392795,0.0,0.0,0.0,250.44461601764752,-0.15383483379663204,92.81482689250443,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,196.45277207392198,166.17270020963107,56.09913719067583,-0.1541341032993772,1,total_by_cat_and_groups,0.0,0.0,a. Группа -1.5,coffee,0.33759538793017957,0.0,0.0,0.0,196.45277207392198,-0.1541341032993772,56.09913719067583,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,176.31293817718293,142.39254430252856,58.04363555470571,-0.19238743466782104,1,total_by_cat_and_groups,0.0,0.0,b. Группа -1,coffee,0.40763114276113815,0.0,0.0,0.0,176.31293817718293,-0.19238743466782104,58.04363555470571,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,164.96639004149378,140.36586711541497,55.7710278807834,-0.14912445450185977,1,total_by_cat_and_groups,0.0,0.0,c. Группа -0.5,coffee,0.39732613794866534,0.0,0.0,0.0,164.96639004149378,-0.14912445450185977,55.7710278807834,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2025-02-02,2025-02-08
last-8,161.769247714506,132.99256742161486,55.134595585047954,-0.1778872109467732,1,total_by_cat_and_groups,0.0,0.0,d. Группа 0,coffee,0.4145689992603835,0.0,0.0,0.0,161.769247714506,-0.1778872109467732,55.134595585047954,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
last-8,157.02465359006658,131.9661741702113,52.15816239038989,-0.15958308996034296,1,total_by_cat_and_groups,0.0,0.0,e. Группа 0.5,coffee,0.3952388763132268,0.0,0.0,0.0,157.02465359006658,-0.15958308996034296,52.15816239038989,0.0,0.0,0.0,0.0,0.0,2025-02-02,2025-02-08
