period,avg_price_raw,avg_price,cost_price,discount,rank_period,iteration,cost_infl,infl,price_group,product_group,uc_perc,cost_growth,uc_perc_delta_relate_first_period,cost_mix,avg_price_raw_base,discount_base,cost_price_base,mix,impact_infl,impact_cost_infl,impact_discount,impact_mix,period_start,period_end
last-8,290.0455258326402,246.23379322288847,82.3504115130478,-0.1510512271615995,1,total,0.0,0.0,total,total,0.3344399257111919,0.0,0.0,0.0,290.0455258326402,-0.1510512271615995,82.3504115130478,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-09-28,2024-10-04
last-8,145.59833834346904,123.54945560732955,42.523845508939175,-0.15143636244066053,1,total_by_cat,0.0,0.0,total,coffee,0.3441848068039278,0.0,0.0,0.0,145.59833834346904,-0.15143636244066053,42.523845508939175,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,432.2652578911215,344.91371217788026,110.30322864346377,-0.20207857124442624,1,total_by_cat,0.0,0.0,total,combo_delivery,0.31979948824585364,0.0,0.0,0.0,432.2652578911215,-0.20207857124442624,110.30322864346377,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,254.3845294313269,199.3700039782691,72.40678649595819,-0.21626521697699946,1,total_by_cat,0.0,0.0,total,combo_restaurant,0.3631779357533161,0.0,0.0,0.0,254.3845294313269,-0.21626521697699946,72.40678649595819,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,117.25197317989074,105.45257156409863,50.554099428027605,-0.1006328618256103,1,total_by_cat,0.0,0.0,total,drinks,0.4794012955606174,0.0,0.0,0.0,117.25197317989074,-0.1006328618256103,50.554099428027605,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,71.31012520683926,63.10006757139288,24.393248913972855,-0.11513172374375483,1,total_by_cat,0.0,0.0,total,other,0.38658039290328444,0.0,0.0,0.0,71.31012520683926,-0.11513172374375483,24.393248913972855,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,691.7237159550439,603.5724008875624,172.26663163847545,-0.12743717330231105,1,total_by_cat,0.0,0.0,total,pizza,0.28541171098140794,0.0,0.0,0.0,691.7237159550439,-0.12743717330231105,172.26663163847545,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,244.66362094246858,212.31693254864356,89.09453510805008,-0.1322088190684923,1,total_by_cat,0.0,0.0,total,zakuski,0.41962990911070075,0.0,0.0,0.0,244.66362094246858,-0.1322088190684923,89.09453510805008,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-09-28,2024-10-04
last-8,174.54130669546436,148.31456803659995,52.197156440619516,-0.1502609276589422,1,total_by_cat_and_groups,0.0,0.0,a. Группа -1,coffee,0.35193546481380505,0.0,0.0,0.0,174.54130669546436,-0.1502609276589422,52.197156440619516,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,168.99438360011231,139.12007581877995,43.754732518676825,-0.1767769268120962,1,total_by_cat_and_groups,0.0,0.0,b. Группа -0.5,coffee,0.3145105568780198,0.0,0.0,0.0,168.99438360011231,-0.1767769268120962,43.754732518676825,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,160.29681372549018,139.3568455860603,45.346959753129994,-0.13063246643997417,1,total_by_cat_and_groups,0.0,0.0,c. Группа 0,coffee,0.32540173798011107,0.0,0.0,0.0,160.29681372549018,-0.13063246643997417,45.346959753129994,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,156.5544741822114,132.8394700968439,43.05234869791708,-0.1514808453047848,1,total_by_cat_and_groups,0.0,0.0,d. Группа 0.5,coffee,0.3240930475447594,0.0,0.0,0.0,156.5544741822114,-0.1514808453047848,43.05234869791708,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,150.25100973012667,128.6739108605269,69.12841533489657,-0.14360701407834453,1,total_by_cat_and_groups,0.0,0.0,e. Группа 1,coffee,0.5372372291522772,0.0,0.0,0.0,150.25100973012667,-0.14360701407834453,69.12841533489657,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,142.81128254006077,120.96408053163144,45.31097794681221,-0.1529795238853124,1,total_by_cat_and_groups,0.0,0.0,f. Группа 1.5,coffee,0.37458208872975013,0.0,0.0,0.0,142.81128254006077,-0.1529795238853124,45.31097794681221,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,141.87897085849303,120.34220005577319,40.560715819319014,-0.1517967791308562,1,total_by_cat_and_groups,0.0,0.0,ftest. Группа Екатеринбург,coffee,0.33704482551026116,0.0,0.0,0.0,141.87897085849303,-0.1517967791308562,40.560715819319014,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-09-28,2024-10-04
last-8,143.37794071104548,120.92552008359417,40.00219529620051,-0.15659606014777713,1,total_by_cat_and_groups,0.0,0.0,g. Группа 1.75,coffee,0.3308002749837052,0.0,0.0,0.0,143.37794071104548,-0.15659606014777713,40.00219529620051,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-09-28,2024-10-04
last-8,143.81559671272035,118.46836052338888,40.96021823207996,-0.17624817313774369,1,total_by_cat_and_groups,0.0,0.0,h. Группа 2,coffee,0.3457481647514933,0.0,0.0,0.0,143.81559671272035,-0.17624817313774369,40.96021823207996,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-09-28,2024-10-04
last-8,141.71432671152067,120.05300724422176,41.426570414782205,-0.15285200847331099,1,total_by_cat_and_groups,0.0,0.0,i. Группа 2.5,coffee,0.3450689938196121,0.0,0.0,0.0,141.71432671152067,-0.15285200847331099,41.426570414782205,0.0,0.0,0.0,0.0,0.0,2024-09-28,2024-10-04
last-8,140.0289566416424,117.505555375979,38.19863158147551,-0.16084816887770273,1,total_by_cat_and_groups,0.0,0.0,itest. Группа Казань,coffee,0.3250793671775985,0.0,0.0,0.0,140.0289566416424,-0.16084816887770273,38.19863158147551,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-09-28,2024-10-04
