period,avg_price_raw,avg_price,cost_price,discount,rank_period,iteration,cost_infl,infl,price_group,product_group,uc_perc,cost_growth,uc_perc_delta_relate_first_period,cost_mix,avg_price_raw_base,discount_base,cost_price_base,mix,impact_infl,impact_cost_infl,impact_discount,impact_mix,period_start,period_end
last-8,297.8528267579559,252.09256356808456,85.55363799473332,-0.15363380528551263,1,total,0.0,0.0,total,total,0.3393739060915504,0.0,0.0,0.0,297.8528267579559,-0.15363380528551263,85.55363799473332,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,147.3757363390794,124.59240136870186,44.67169886277132,-0.1545935276479845,1,total_by_cat,0.0,0.0,total,coffee,0.35854272308771024,0.0,0.0,0.0,147.3757363390794,-0.1545935276479845,44.67169886277132,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,435.8550083245699,348.9453972212068,114.27879994056667,-0.19940028092700895,1,total_by_cat,0.0,0.0,total,combo_delivery,0.32749765679849896,0.0,0.0,0.0,435.8550083245699,-0.19940028092700895,114.27879994056667,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,232.2212219903891,187.38150771540387,69.6133402294032,-0.19309051037911168,1,total_by_cat,0.0,0.0,total,combo_restaurant,0.3715059243473073,0.0,0.0,0.0,232.2212219903891,-0.19309051037911168,69.6133402294032,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,120.86780251448839,106.97511992563938,50.34135548395183,-0.11494113651304044,1,total_by_cat,0.0,0.0,total,drinks,0.4705893811471784,0.0,0.0,0.0,120.86780251448839,-0.11494113651304044,50.34135548395183,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,68.8697400247719,59.681138300825175,22.817282431579414,-0.13342001466306766,1,total_by_cat,0.0,0.0,total,other,0.38231982635063,0.0,0.0,0.0,68.8697400247719,-0.13342001466306766,22.817282431579414,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,699.5822230577633,607.1139868541735,178.81700236392655,-0.1321763663453678,1,total_by_cat,0.0,0.0,total,pizza,0.29453612704672827,0.0,0.0,0.0,699.5822230577633,-0.1321763663453678,178.81700236392655,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,246.9736331846892,211.35175853566662,89.75349233021947,-0.14423351266158932,1,total_by_cat,0.0,0.0,total,zakuski,0.4246640432616658,0.0,0.0,0.0,246.9736331846892,-0.14423351266158932,89.75349233021947,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,179.6125848241826,154.09154841949143,52.69462792539508,-0.14208935542948142,1,total_by_cat_and_groups,0.0,0.0,a. Группа -1.5,coffee,0.34196961784005026,0.0,0.0,0.0,179.6125848241826,-0.14208935542948142,52.69462792539508,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,177.79605633802817,146.6117145204432,53.473652690833724,-0.1753938892676949,1,total_by_cat_and_groups,0.0,0.0,b. Группа -1,coffee,0.3647297411788843,0.0,0.0,0.0,177.79605633802817,-0.1753938892676949,53.473652690833724,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,173.91736825693795,139.36575616913345,46.87607949925688,-0.19866682916199294,1,total_by_cat_and_groups,0.0,0.0,c. Группа -0.5,coffee,0.3363529233276527,0.0,0.0,0.0,173.91736825693795,-0.19866682916199294,46.87607949925688,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,161.0100800474355,137.67834271088998,48.73328422559958,-0.14490855063031907,1,total_by_cat_and_groups,0.0,0.0,d. Группа 0,coffee,0.3539647795436814,0.0,0.0,0.0,161.0100800474355,-0.14490855063031907,48.73328422559958,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,157.08507306889354,131.06295277761967,46.068547251826786,-0.16565622552730522,1,total_by_cat_and_groups,0.0,0.0,e. Группа 0.5,coffee,0.3514993846506216,0.0,0.0,0.0,157.08507306889354,-0.16565622552730522,46.068547251826786,-0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,-2.220446049250313e-16,2024-11-23,2024-11-29
last-8,151.18903733300039,128.68651017154264,56.91840700238525,-0.1488370291815203,1,total_by_cat_and_groups,0.0,0.0,f. Группа 1,coffee,0.4423028251097295,0.0,0.0,0.0,151.18903733300039,-0.1488370291815203,56.91840700238525,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,147.40682414698162,116.03333338790053,50.07721009342063,-0.21283608096595386,1,total_by_cat_and_groups,0.0,0.0,ftest. Группа Братск,coffee,0.43157607069696124,0.0,0.0,0.0,147.40682414698162,-0.21283608096595386,50.07721009342063,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,152.66863738738738,128.8973507609403,43.49514970800898,-0.15570510769758755,1,total_by_cat_and_groups,0.0,0.0,ftest. Группа Екатеринбург,coffee,0.3374402146455076,0.0,0.0,0.0,152.66863738738738,-0.15570510769758755,43.49514970800898,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,144.6142610624923,120.28457967607855,47.85029442407605,-0.1682384656095579,1,total_by_cat_and_groups,0.0,0.0,g. Группа 1.5,coffee,0.3978090504446616,0.0,0.0,0.0,144.6142610624923,-0.1682384656095579,47.85029442407605,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,143.91426038500506,122.79325416895703,43.75895709964884,-0.1467610378536796,1,total_by_cat_and_groups,0.0,0.0,h. Группа 1.75,coffee,0.35636287510907416,0.0,0.0,0.0,143.91426038500506,-0.1467610378536796,43.75895709964884,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,145.74072278159673,120.8484708598397,44.53004509839803,-0.17079819179338038,1,total_by_cat_and_groups,0.0,0.0,i. Группа 2,coffee,0.36847834963542125,0.0,0.0,0.0,145.74072278159673,-0.17079819179338038,44.53004509839803,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,147.7727445755615,123.83260182234758,45.74982552043739,-0.16200648382065097,1,total_by_cat_and_groups,0.0,0.0,itest. Группа Казань,coffee,0.369448956471664,0.0,0.0,0.0,147.7727445755615,-0.16200648382065097,45.74982552043739,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,140.87105263157895,124.20433336271529,41.53758672580384,-0.11831188138028789,1,total_by_cat_and_groups,0.0,0.0,itest. Группа Ставрополь,coffee,0.3344294486449291,0.0,0.0,0.0,140.87105263157895,-0.11831188138028789,41.53758672580384,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,142.45312292358804,120.85458238087075,43.26817785139496,-0.15161858230586328,1,total_by_cat_and_groups,0.0,0.0,j. Группа 2.5,coffee,0.35801851281928376,0.0,0.0,0.0,142.45312292358804,-0.15161858230586328,43.26817785139496,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,140.12333736396613,122.30406286750336,36.35660664721008,-0.12716849906434757,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Нижний Новгород,coffee,0.2972640956874554,0.0,0.0,0.0,140.12333736396613,-0.12716849906434757,36.35660664721008,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,142.22365038560412,116.7358547733728,38.72177586150966,-0.17920926331962012,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Пенза,coffee,0.33170422178072767,0.0,0.0,0.0,142.22365038560412,-0.17920926331962012,38.72177586150966,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-23,2024-11-29
last-8,135.98217957505142,116.05948251814692,44.27326593340219,-0.1465096170627912,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Саратов Энгельс,coffee,0.38147047507711984,0.0,0.0,0.0,135.98217957505142,-0.1465096170627912,44.27326593340219,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,139.45804988662132,118.33518710266165,40.98781442425959,-0.15146391908629472,1,total_by_cat_and_groups,0.0,0.0,k. Группа 2.75,coffee,0.3463704704222982,0.0,0.0,0.0,139.45804988662132,-0.15146391908629472,40.98781442425959,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,134.95284181975094,115.4182012022394,42.47798142205653,-0.1447516062211042,1,total_by_cat_and_groups,0.0,0.0,l. Группа 3,coffee,0.3680353789921338,0.0,0.0,0.0,134.95284181975094,-0.1447516062211042,42.47798142205653,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,136.78656202143952,114.26149500071273,44.13853122994509,-0.16467309864251342,1,total_by_cat_and_groups,0.0,0.0,m. Группа 3.5,coffee,0.3862940112035972,0.0,0.0,0.0,136.78656202143952,-0.16467309864251342,44.13853122994509,0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,132.19037656903765,117.8199581449937,40.46879681882499,-0.10871001957195318,1,total_by_cat_and_groups,0.0,0.0,n. Группа 4,coffee,0.3434799795890485,0.0,0.0,0.0,132.19037656903765,-0.10871001957195318,40.46879681882499,-0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,150.19108280254778,126.80068463732482,41.80139684373406,-0.15573759592620876,1,total_by_cat_and_groups,0.0,0.0,ntest. Группа Москва-2,coffee,0.329662233002088,0.0,0.0,0.0,150.19108280254778,-0.15573759592620876,41.80139684373406,-0.0,0.0,0.0,0.0,0.0,2024-11-23,2024-11-29
last-8,114.56992084432717,103.0301319192456,42.44190691140208,-0.10072267520164697,1,total_by_cat_and_groups,0.0,0.0,o. Группа 5,coffee,0.41193683945457615,0.0,0.0,0.0,114.56992084432717,-0.10072267520164697,42.44190691140208,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-23,2024-11-29
