period,avg_price_raw,avg_price,cost_price,discount,rank_period,iteration,cost_infl,infl,price_group,product_group,uc_perc,cost_growth,uc_perc_delta_relate_first_period,cost_mix,avg_price_raw_base,discount_base,cost_price_base,mix,impact_infl,impact_cost_infl,impact_discount,impact_mix,period_start,period_end
last-8,294.63413188662855,251.10979043376702,84.84600057000357,-0.14772335158239291,1,total,0.0,0.0,total,total,0.3378840802003004,0.0,0.0,0.0,294.63413188662855,-0.14772335158239291,84.84600057000357,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,147.10045789632287,124.9434425514229,46.10845536163072,-0.15062506032793138,1,total_by_cat,0.0,0.0,total,coffee,0.36903461614365146,0.0,0.0,0.0,147.10045789632287,-0.15062506032793138,46.10845536163072,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,430.83813036902967,347.192393632493,112.86445649600032,-0.1941465502714229,1,total_by_cat,0.0,0.0,total,combo_delivery,0.3250775609314431,0.0,0.0,0.0,430.83813036902967,-0.1941465502714229,112.86445649600032,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,229.81420690750588,186.45006854408328,69.19850689492976,-0.18869215679462117,1,total_by_cat,0.0,0.0,total,combo_restaurant,0.3711369345974192,0.0,0.0,0.0,229.81420690750588,-0.18869215679462117,69.19850689492976,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,119.49401203307296,106.1455578557914,50.97943907687304,-0.11170814294516321,1,total_by_cat,0.0,0.0,total,drinks,0.4802785920267464,0.0,0.0,0.0,119.49401203307296,-0.11170814294516321,50.97943907687304,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,69.49047120211696,60.456861494588004,23.123605838368363,-0.1299978191434938,1,total_by_cat,0.0,0.0,total,other,0.38248108265491665,0.0,0.0,0.0,69.49047120211696,-0.1299978191434938,23.123605838368363,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,693.700657313913,606.911674775189,177.22961217729414,-0.12511013449919542,1,total_by_cat,0.0,0.0,total,pizza,0.2920187888014235,0.0,0.0,0.0,693.700657313913,-0.12511013449919542,177.22961217729414,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,245.2796565111065,211.02630805470844,88.90623040506468,-0.13965018111824962,1,total_by_cat,0.0,0.0,total,zakuski,0.4213040128722519,0.0,0.0,0.0,245.2796565111065,-0.13965018111824962,88.90623040506468,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,177.14014767627046,148.72523961466578,52.85134276774887,-0.16040919257634284,1,total_by_cat_and_groups,0.0,0.0,a. Группа -1,coffee,0.35536229697583355,0.0,0.0,0.0,177.14014767627046,-0.16040919257634284,52.85134276774887,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,171.55305651672433,142.3976383888804,46.45012379132615,-0.1699498611090129,1,total_by_cat_and_groups,0.0,0.0,b. Группа -0.5,coffee,0.32620009936171357,0.0,0.0,0.0,171.55305651672433,-0.1699498611090129,46.45012379132615,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,161.59242250287028,139.73973307436083,48.72560916401352,-0.13523337969712837,1,total_by_cat_and_groups,0.0,0.0,c. Группа 0,coffee,0.34868829424545106,0.0,0.0,0.0,161.59242250287028,-0.13523337969712837,48.72560916401352,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,158.25669467787114,134.1415585261867,46.57223031564921,-0.15237988004722572,1,total_by_cat_and_groups,0.0,0.0,d. Группа 0.5,coffee,0.34718718663580694,0.0,0.0,0.0,158.25669467787114,-0.15237988004722572,46.57223031564921,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,151.1811668372569,129.45900871921512,75.01736464709543,-0.14368296377435166,1,total_by_cat_and_groups,0.0,0.0,e. Группа 1,coffee,0.5794680910140546,0.0,0.0,0.0,151.1811668372569,-0.14368296377435166,75.01736464709543,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,144.19505805299195,121.31747484167937,45.097849447892585,-0.15865719338942277,1,total_by_cat_and_groups,0.0,0.0,f. Группа 1.5,coffee,0.3717341587165886,0.0,0.0,0.0,144.19505805299195,-0.15865719338942277,45.097849447892585,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,147.37727272727273,119.17724996398796,49.25633452588862,-0.19134580414898836,1,total_by_cat_and_groups,0.0,0.0,ftest. Группа Братск,coffee,0.41330316432685354,0.0,0.0,0.0,147.37727272727273,-0.19134580414898836,49.25633452588862,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,151.82037037037037,130.67420104248498,42.387714460161,-0.1392841374072443,1,total_by_cat_and_groups,0.0,0.0,ftest. Группа Екатеринбург,coffee,0.3243770700107808,0.0,0.0,0.0,151.82037037037037,-0.1392841374072443,42.387714460161,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,144.68517161353364,123.2711108968206,43.137974787999006,-0.14800452926794608,1,total_by_cat_and_groups,0.0,0.0,g. Группа 1.75,coffee,0.3499439120339072,0.0,0.0,0.0,144.68517161353364,-0.14800452926794608,43.137974787999006,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,145.6710717916312,121.7186597646043,44.22343694828014,-0.1644280620196751,1,total_by_cat_and_groups,0.0,0.0,h. Группа 2,coffee,0.363325040168905,0.0,0.0,0.0,145.6710717916312,-0.1644280620196751,44.22343694828014,-0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,142.43865310646066,121.50152584467506,43.361714092582666,-0.1469904889239362,1,total_by_cat_and_groups,0.0,0.0,i. Группа 2.5,coffee,0.35688205387655253,0.0,0.0,0.0,142.43865310646066,-0.1469904889239362,43.361714092582666,-0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,144.6899655304481,119.73326502527652,44.48751045433053,-0.17248397574550375,1,total_by_cat_and_groups,0.0,0.0,itest. Группа Казань,coffee,0.3715551433842459,0.0,0.0,0.0,144.6899655304481,-0.17248397574550375,44.48751045433053,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,141.64894448788115,124.02169657158109,41.75342684932944,-0.12444319991250045,1,total_by_cat_and_groups,0.0,0.0,itest. Группа Ставрополь,coffee,0.33666227767841245,0.0,0.0,0.0,141.64894448788115,-0.12444319991250045,41.75342684932944,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,139.06598465473147,118.422086922348,42.16931062878855,-0.14844678073964282,1,total_by_cat_and_groups,0.0,0.0,j. Группа 2.75,coffee,0.356093290742629,0.0,0.0,0.0,139.06598465473147,-0.14844678073964282,42.16931062878855,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,138.99018003273324,121.9058374337856,37.84648494335451,-0.1229176233524133,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Нижний Новгород,coffee,0.3104567077348631,0.0,0.0,0.0,138.99018003273324,-0.1229176233524133,37.84648494335451,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,136.4643598615917,114.61523880934838,39.91529768313504,-0.16010862524401,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Пенза,coffee,0.34825471811414505,0.0,0.0,0.0,136.4643598615917,-0.16010862524401,39.91529768313504,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,135.71279139270771,116.11940823801784,43.76839217752023,-0.14437388659992362,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Саратов Энгельс,coffee,0.3769257253516585,0.0,0.0,0.0,135.71279139270771,-0.14437388659992362,43.76839217752023,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,134.4102364094564,115.41338771422812,42.13008194537376,-0.14133483581829145,1,total_by_cat_and_groups,0.0,0.0,k. Группа 3,coffee,0.3650363513259907,0.0,0.0,0.0,134.4102364094564,-0.14133483581829145,42.13008194537376,-0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,135.3504550050556,113.38941556872203,43.744840652805244,-0.16225316298724887,1,total_by_cat_and_groups,0.0,0.0,l. Группа 3.5,coffee,0.3857929810590898,0.0,0.0,0.0,135.3504550050556,-0.16225316298724887,43.744840652805244,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,134.5070231082918,118.7501178097282,41.948625576674374,-0.11714559533354398,1,total_by_cat_and_groups,0.0,0.0,m. Группа 4,coffee,0.3532512333494113,0.0,0.0,0.0,134.5070231082918,-0.11714559533354398,41.948625576674374,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,113.84675324675325,101.38320780055864,40.171516656256344,-0.10947651198432447,1,total_by_cat_and_groups,0.0,0.0,n. Группа 5,coffee,0.3962344211408449,0.0,0.0,0.0,113.84675324675325,-0.10947651198432447,40.171516656256344,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,151.24324324324326,127.2615315205342,41.3929047627492,-0.1585638552073328,1,total_by_cat_and_groups,0.0,0.0,ntest. Группа Москва-2,coffee,0.32525857789217527,0.0,0.0,0.0,151.24324324324326,-0.1585638552073328,41.3929047627492,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,149.86016372599317,127.86327940951132,40.6105679667761,-0.1467827324458375,1,total_by_cat_and_groups,0.0,0.0,o. Группа Москва,coffee,0.3176093101500353,0.0,0.0,0.0,149.86016372599317,-0.1467827324458375,40.6105679667761,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,147.51833590138676,128.41665019294697,39.2270458574104,-0.12948685728944836,1,total_by_cat_and_groups,0.0,0.0,p. Группа Москва-1,coffee,0.3054669764276788,0.0,0.0,0.0,147.51833590138676,-0.12948685728944836,39.2270458574104,-0.0,1.1102230246251565e-16,0.0,1.1102230246251565e-16,-2.220446049250313e-16,2024-11-14,2024-11-20
last-8,147.73623722141087,125.42667088375512,41.37992159142041,-0.1510094392360936,1,total_by_cat_and_groups,0.0,0.0,q. Группа Спб,coffee,0.3299132576816229,0.0,0.0,0.0,147.73623722141087,-0.1510094392360936,41.37992159142041,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,447.20701963117193,373.3659696516574,111.5321757186996,-0.1651160351651322,1,total_by_cat_and_groups,0.0,0.0,a. Группа -1,combo_delivery,0.2987207854608624,0.0,0.0,0.0,447.20701963117193,-0.1651160351651322,111.5321757186996,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,414.9509879148283,353.3248043378621,103.63183389166461,-0.1485143676525369,1,total_by_cat_and_groups,0.0,0.0,b. Группа -0.5,combo_delivery,0.2933047230744889,0.0,0.0,0.0,414.9509879148283,-0.1485143676525369,103.63183389166461,-0.0,5.551115123125783e-17,0.0,5.551115123125783e-17,-1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,439.49617931737134,379.8476553723573,115.53649689200212,-0.1357202331944287,1,total_by_cat_and_groups,0.0,0.0,c. Группа 0,combo_delivery,0.30416535486771384,0.0,0.0,0.0,439.49617931737134,-0.1357202331944287,115.53649689200212,0.0,-5.551115123125783e-17,0.0,-5.551115123125783e-17,1.1102230246251565e-16,2024-11-14,2024-11-20
last-8,458.5758664896296,391.64364222082884,115.46745123814534,-0.14595670893272883,1,total_by_cat_and_groups,0.0,0.0,d. Группа 0.5,combo_delivery,0.29482784549592883,0.0,0.0,0.0,458.5758664896296,-0.14595670893272883,115.46745123814534,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,419.82244131153857,361.3530300640697,111.2877806329349,-0.1392717622831419,1,total_by_cat_and_groups,0.0,0.0,e. Группа 1,combo_delivery,0.3079752247081006,0.0,0.0,0.0,419.82244131153857,-0.1392717622831419,111.2877806329349,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,415.1288616601876,353.58505844664927,108.4241529426548,-0.14825228717514782,1,total_by_cat_and_groups,0.0,0.0,f. Группа 1.5,combo_delivery,0.30664234913934973,0.0,0.0,0.0,415.1288616601876,-0.14825228717514782,108.4241529426548,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,356.4647720544701,306.13961518255473,108.22789487562072,-0.14117848611482245,1,total_by_cat_and_groups,0.0,0.0,ftest. Группа Братск,combo_delivery,0.35352463225343483,0.0,0.0,0.0,356.4647720544701,-0.14117848611482245,108.22789487562072,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,432.750405643739,374.50260458009376,107.19017093661812,-0.13459906750866837,1,total_by_cat_and_groups,0.0,0.0,ftest. Группа Екатеринбург,combo_delivery,0.28622009466877735,0.0,0.0,0.0,432.750405643739,-0.13459906750866837,107.19017093661812,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,374.57033760914703,302.9636012081351,105.99869822152473,-0.19117033360962876,1,total_by_cat_and_groups,0.0,0.0,g. Группа 1.75,combo_delivery,0.3498727167185471,0.0,0.0,0.0,374.57033760914703,-0.19117033360962876,105.99869822152473,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,396.72605308606285,330.46189173612197,111.34595744164304,-0.16702750130596042,1,total_by_cat_and_groups,0.0,0.0,h. Группа 2,combo_delivery,0.33694038624748357,0.0,0.0,0.0,396.72605308606285,-0.16702750130596042,111.34595744164304,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,387.1794802686252,317.5160733734938,107.33244417974967,-0.17992535876849397,1,total_by_cat_and_groups,0.0,0.0,i. Группа 2.5,combo_delivery,0.33803782920146735,0.0,0.0,0.0,387.1794802686252,-0.17992535876849397,107.33244417974967,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,403.6588290803287,324.4027173243059,106.49798575389944,-0.1963443037690889,1,total_by_cat_and_groups,0.0,0.0,itest. Группа Казань,combo_delivery,0.3282894379933114,0.0,0.0,0.0,403.6588290803287,-0.1963443037690889,106.49798575389944,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,444.73053475004355,359.12349244124215,118.29187104577824,-0.19249193752103394,1,total_by_cat_and_groups,0.0,0.0,itest. Группа Ставрополь,combo_delivery,0.3293905119981326,0.0,0.0,0.0,444.73053475004355,-0.19249193752103394,118.29187104577824,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,350.79142196120307,292.0694945809425,102.53441291373912,-0.16739841314236903,1,total_by_cat_and_groups,0.0,0.0,j. Группа 2.75,combo_delivery,0.3510616987263739,0.0,0.0,0.0,350.79142196120307,-0.16739841314236903,102.53441291373912,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,449.33856455325383,362.954306347646,109.2777932439047,-0.19224759462053667,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Нижний Новгород,combo_delivery,0.3010786518654387,0.0,0.0,0.0,449.33856455325383,-0.19224759462053667,109.2777932439047,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,384.6599147121535,313.73393923285676,100.24454948947881,-0.1843861883356671,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Пенза,combo_delivery,0.31952089638308534,0.0,0.0,0.0,384.6599147121535,-0.1843861883356671,100.24454948947881,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
last-8,360.50075594811807,298.2002968083534,112.35176813872796,-0.172816445213587,1,total_by_cat_and_groups,0.0,0.0,jtest. Группа Саратов Энгельс,combo_delivery,0.3767661177444565,0.0,0.0,0.0,360.50075594811807,-0.172816445213587,112.35176813872796,0.0,0.0,0.0,0.0,0.0,2024-11-14,2024-11-20
